date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:19:39	184620/184620	---M--	200	added ('OK')	font/ttf	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884.ttf?5.7.0	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884f884.ttf	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min87e8.css?ver=5.7.0)
20:19:40	36234/36234	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20May%202021%2012:33:10%20GMT	http://dellta-car.com/wp-content/uploads/2021/05/background-white2.jpg	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/2021/05/background-white2.jpg	(from http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710)
20:19:41	68476/68476	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20May%202021%2021:32:06%20GMT	http://dellta-car.com/wp-content/uploads/2021/05/auto-repair-services.jpg	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/2021/05/auto-repair-services.jpg	(from http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710)
20:19:51	57360/57360	---M--	200	added ('OK')	font/ttf	date:Fri,%2014%20May%202021%2020:52:28%20GMT	http://dellta-car.com/wp-content/uploads/2021/05/Tajawal-Medium.ttf	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/2021/05/Tajawal-Medium.ttf	(from http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710)
20:19:51	56568/56568	---M--	200	added ('OK')	font/ttf	date:Fri,%2014%20May%202021%2020:52:20%20GMT	http://dellta-car.com/wp-content/uploads/2021/05/Tajawal-Bold.ttf	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/2021/05/Tajawal-Bold.ttf	(from http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710)
20:19:59	52444/52444	---M--	200	added ('OK')	font/ttf	date:Fri,%2014%20May%202021%2020:52:24%20GMT	http://dellta-car.com/wp-content/uploads/2021/05/Tajawal-ExtraLight.ttf	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/2021/05/Tajawal-ExtraLight.ttf	(from http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710)
20:20:00	56088/56088	---M--	200	added ('OK')	font/ttf	date:Fri,%2014%20May%202021%2020:52:30%20GMT	http://dellta-car.com/wp-content/uploads/2021/05/Tajawal-Regular.ttf	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/2021/05/Tajawal-Regular.ttf	(from http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710)
20:20:09	228068/228068	---M--	200	added ('OK')	image/png	date:Mon,%2031%20May%202021%2013:03:52%20GMT	http://dellta-car.com/wp-content/uploads/2021/05/taho_mudel.png	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/2021/05/taho_mudel.png	(from http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710)
20:20:22	76084/76084	---M--	200	added ('OK')	font/woff2	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css?ver=5.12.0)
20:20:28	287724/287724	---M--	200	added ('OK')	image/png	date:Mon,%2031%20May%202021%2013:49:49%20GMT	https://gearstar-ksa.com/wp-content/uploads/2021/05/cadillac_mudel1.png	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/gearstar-ksa.com/wp-content/uploads/2021/05/cadillac_mudel1.png	(from http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710)
20:20:30	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css?ver=5.12.0)
20:20:32	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot?	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41dd41d.eot	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css?ver=5.12.0)
20:20:36	849145/849145	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css?ver=5.12.0)
20:20:41	98996/98996	---M--	200	added ('OK')	font/woff	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css?ver=5.12.0)
20:20:54	75936/75936	---M--	200	added ('OK')	font/woff2	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css?ver=5.12.0)
20:20:57	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css?ver=5.12.0)
20:20:58	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot?	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41dd41d.eot	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css?ver=5.12.0)
20:21:03	708706/708706	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css?ver=5.12.0)
20:21:05	193780/193780	---M--	200	added ('OK')	font/ttf	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css?ver=5.12.0)
20:21:08	89100/89100	---M--	200	added ('OK')	font/woff	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css?ver=5.12.0)
20:21:10	131624/131624	---M--	200	added ('OK')	font/ttf	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css?ver=5.12.0)
